biz_name,biz_info,e_address,e_city,e_state,e_postal,e_country,loc_county,loc_FIPS,loc_MSA,loc_PMSA,loc_TZ,loc_DST,biz_phone,biz_email,web_url,img_url,c_type,c_years,c_setting,c_housing,c_pop,c_ratio,c_tuition,oos_tuition,rank,acceptance_rate,majors,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8
Texas A & M University,Bachelor's degree;Master's degree,P. O. Box 30014,College Station,TX,77843,USA,Brazos,48041,1260,,CST,Y,(979) 845-3211,,http://www.tamu.edu,,Public,4 Years,Rural: Fringe,1,48702,19 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas A & M University at Galveston,Bachelor's degree;Master's degree,200 Seawolf Pkwy,Galveston,TX,77554,USA,Galveston,48167,,2920,CST,Y,(409) 740-4414,,http://www.tamug.edu,,Public,4 Years,City: Small,1,1774,12 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas A & M University-Commerce,Bachelor's degree;Master's degree,2600 W Neal St,Commerce,TX,75428,USA,Hunt,48231,,1920,CST,Y,(903) 886-5081,,http://www.tamu-commerce.edu,,Public,4 Years,Town: Remote,1,9021,17 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas A & M University-Corpus Christi,Bachelor's degree;Master's degree,6300 Ocean Dr,Corpus Christi,TX,78412,USA,Nueces,48355,1880,,CST,Y,(361) 825-5700,,http://www.tamucc.edu,,Public,4 Years,City: Large,1,9468,19 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas A & M University-Kingsville,Bachelor's degree;Master's degree,955 University Blvd,Kingsville,TX,78363,USA,Kleberg,48273,,,CST,Y,(361) 593-2111,,http://www.WWW.TAMUK.EDU,,Public,4 Years,Town: Distant,1,8194,15 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas A & M University-Texarkana,Bachelor's degree;Master's degree,2600 N Robison Rd,Texarkana,TX,75501,USA,Bowie,48037,8360,,CST,Y,(903) 223-3000,,http://www.tamut.edu,,Public,4 Years,City: Small,0,1653,11 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas A&M Health Science Center,Bachelor's degree;Master's degree;Post-master's certificate,301 Tarrow St 7th Fl.,College Station,TX,77840,USA,Brazos,48041,1260,,CST,Y,(979) 458-7200,,http://www.tamhsc.edu/,,Public,4 Years,City: Small,0,1828,4 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas A&M University-San Antonio,Bachelor's degree;Master's degree,1450 Gillette Blvd,San Antonio,TX,78224,USA,Bexar,48029,7240,,CST,Y,(210) 932-6299,,http://www.tamusa.tamus.edu/,,Public,4 Years,Town: Distant,,,,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas Chiropractic College Foundation Inc,,5912 Spencer Hwy,Pasadena,TX,77505,USA,Harris,48201,,3360,CST,Y,(281) 487-1170,,http://www.txchiro.edu,,Private (Not For Profit),4 Years,Suburb: Large,0,343,,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas Christian University,One but less than two years certificate;Two but less than 4 years certificate;Bachelor's degree;Master's degree;Post-master's certificate,2800 S University Dr,Fort Worth,TX,76109,USA,Tarrant,48439,,2800,CST,Y,(817) 257-7000,,http://www.tcu.edu/,,Private (Not For Profit),4 Years,City: Large,1,8853,13 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas College,Associate's degree;Bachelor's degree;Postbaccalaureate certificate,2404 N Grand Ave,Tyler,TX,75702,USA,Smith,48423,8640,,CST,Y,(903) 593-8311,,http://www.texascollege.edu,,Private (Not For Profit),4 Years,City: Small,1,964,24 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.","The lessons we take from failure can be fundamental to later success. Recount an incident or time when you experienced failure. How did it affect you, and what did you learn from the experience?",Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas College of Traditional Chinese Medicine,Two but less than 4 years certificate;Master's degree,4005 Manchaca Rd,Austin,TX,78704,USA,Travis,48453,640,,CST,Y,(512) 444-8082,,http://www.texastcm.edu,,Private (For Profit),4 Years,City: Large,0,86,,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas Lutheran University,Bachelor's degree,1000 W Court St,Seguin,TX,78155,USA,Guadalupe,48187,7240,,CST,Y,(830) 372-8000,,http://www.tlu.edu,,Private (Not For Profit),4 Years,Town: Distant,1,1387,15 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas Southern University,Bachelor's degree;Master's degree,3100 Cleburne St,Houston,TX,77004,USA,Harris,48201,,3360,CST,Y,(713) 313-7011,,http://www.tsu.edu,,Public,4 Years,City: Large,1,9394,19 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas State University-San Marcos,Bachelor's degree;Postbaccalaureate certificate;Master's degree,601 University Dr,San Marcos,TX,78666,USA,Hays,48209,640,,CST,Y,(512) 245-2111,,http://www.txstate.edu,,Public,4 Years,Town: Fringe,1,30803,20 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas Tech University,Bachelor's degree;Postbaccalaureate certificate;Master's degree,University Ave &amp; Broadway,Lubbock,TX,79409,USA,Lubbock,48303,4600,,CST,Y,(806) 742-2011,,http://www.ttu.edu,,Public,4 Years,City: Midsize,1,30049,22 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas Tech University Health Sciences Center,Bachelor's degree;Master's degree;Post-master's certificate,3601 4th St,Lubbock,TX,79415,USA,Lubbock,48303,4600,,CST,Y,(806) 743-2484,,http://www.ttuhsc.edu,,Public,4 Years,City: Midsize,0,3250,4 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas Wesleyan University,Bachelor's degree;Master's degree,1201 Wesleyan St,Fort Worth,TX,76105,USA,Tarrant,48439,,2800,CST,Y,(817) 531-4444,,http://www.txwes.edu,,Private (Not For Profit),4 Years,City: Large,1,3333,14 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
Texas Woman's University,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,304 Administration Dr,Denton,TX,76201,USA,Denton,48121,,1920,CST,Y,(940) 898-2000,,http://www.WWW.TWU.EDU,,Public,4 Years,City: Midsize,1,13338,16 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
The Art Center Design College-Albuquerque,Bachelor's degree,5000 Marble Ave NE,Albuquerque,NM,87110,USA,Bernalillo,35001,200,,MST,Y,(505) 254-7575,,http://www.theartcenter.EDU,,Private (For Profit),4 Years,City: Large,0,252,7 to 1,,,,,,,,,,,,,
The Art Center Design College-Tucson,Bachelor's degree,2525 N Country Club Rd,Tucson,AZ,85716,USA,Pima,4019,8520,,MST,N,(520) 325-0123,,http://www.theartcenter.edu,,Private (For Profit),4 Years,City: Large,0,279,4 to 1,,,,,,,,,,,,,
The Art Institute of Atlanta,Less than one year certificate;One but less than two years certificate;Associate's degree;Bachelor's degree,"6600 Peachtree Dunwoody Road, NE 100 Embassy Row",Atlanta,GA,30328,USA,Fulton,13121,520,,EST,Y,(770) 394-8300,,http://www.artinstitutes.edu/atlanta,,Private (For Profit),4 Years,City: Small,1,3871,21 to 1,,,,,,,,,,,,,
The Art Institute of Austin,Associate's degree;Bachelor's degree,101 Louis Henna Blvd #100,Austin,TX,78728,USA,Travis,48453,640,,CST,Y,(512) 691-1707,,,,Private (For Profit),4 Years,,1,873,28 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
The Art Institute of Boston at Lesley University,Two but less than 4 years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree,700 Beacon St,Boston,MA,2215,USA,Suffolk,25025,,1120,EST,Y,(617) 585-6600,,http://www.web.lesley.edu/aib/default.asp,,Private (Not For Profit),4 Years,,1,,,,,,,,,,,,,,,
The Art Institute of California-Hollywood,Associate's degree|Bachelor's degree,5250 Lankershim Blvd,North Hollywood,CA,91601,USA,Los Angeles,6037,,4480,PST,Y,(818) 299-5100,,http://www.aicdc.artinstitutes.edu,,Private (For Profit),4 Years,City: Large,1,1775,18 to 1,,,,,,,,,,,,,
The Art Institute of California-Los Angeles,One but less than two years certificate|Associate's degree|Bachelor's degree,2900 31st St,Santa Monica,CA,90405,USA,Los Angeles,6037,,4480,PST,Y,(310) 752-4700,,http://www.aila.artinstitutes.edu/,,Private (For Profit),4 Years,City: Small,1,2275,20 to 1,,,,,,,,,,,,,
The Art Institute of California-Orange County,One but less than two years certificate|Associate's degree|Bachelor's degree,3601 W Sunflower Ave,Santa Ana,CA,92704,USA,Orange,6059,,5945,PST,Y,(714) 830-0200,,http://www.aicaoc.artinstitutes.edu,,Private (For Profit),4 Years,City: Midsize,1,2135,19 to 1,,,,,,,,,,,,,
The Art Institute of California-San Diego,Associate's degree|Bachelor's degree,7650 Mission Valley Rd,San Diego,CA,92108,USA,San Diego,6073,7320,,PST,Y,(866) 275-2422,,http://www.artinstitutes.edu/sandiego/,,Private (For Profit),4 Years,City: Large,1,2184,23 to 1,,,,,,,,,,,,,
The Art Institute of California-San Francisco,Associate's degree|Bachelor's degree|Master's degree,1170 Market St,San Francisco,CA,94102,USA,San Francisco,6075,,7360,PST,Y,(415) 865-0198,,http://www.artinstitutes.edu/san-francisco/,,Private (For Profit),4 Years,City: Large,1,1651,20 to 1,,,,,,,,,,,,,
The Art Institute of Colorado,One but less than two years certificate;Associate's degree;Bachelor's degree,1200 Lincoln St,Denver,CO,80203,USA,Denver,8031,,2080,MST,Y,(303) 837-0825,,http://www.aic.artinstitutes.edu,,Private (For Profit),4 Years,City: Large,1,2320,20 to 1,,,,,,,,,,,,,
The Art Institute of Houston,One but less than two years certificate;Associate's degree;Bachelor's degree,1900 Yorktown St,Houston,TX,77056,USA,Harris,48201,,3360,CST,Y,(713) 623-2040,,http://www.aih.aii.edu,,Private (For Profit),4 Years,City: Large,1,2223,21 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
The Art Institute of Las Vegas,Associate's degree;Bachelor's degree,2350 Corporate Cir,Henderson,NV,89074,USA,Clark,32003,4120,,PST,Y,(702) 369-9944,,http://www.ailv.artinstitutes.edu,,Private (For Profit),4 Years,Suburb: Large,1,1346,14 to 1,,,,,,,,,,,,,
The Art Institute of Philadelphia,Less than one year certificate;Associate's degree;Bachelor's degree,1622 Chestnut St,Philadelphia,PA,19103,USA,Philadelphia,42101,,6160,EST,Y,(800) 275-2474,,http://www.artinstitutes.edu/philadelphia/,,Private (For Profit),4 Years,City: Large,1,3616,21 to 1,,,,,,,,,,,,,
The Art Institute of Phoenix,Associate's degree;Bachelor's degree,2233 W Dunlap Ave,Phoenix,AZ,85021,USA,Maricopa,4013,6200,,MST,N,(602) 331-7500,,http://www.artinstitutes.edu/phoenix/,,Private (For Profit),4 Years,City: Large,1,1243,17 to 1,,,,,,,,,,,,,
The Art Institute of Pittsburgh,One but less than two years certificate;Associate's degree;Bachelor's degree,420 Blvd of the Allies,Pittsburgh,PA,15219,USA,Allegheny,42003,6280,,EST,Y,(412) 291-6200,,http://www.artinstitutes.edu/pittsburgh/,,Private (For Profit),4 Years,City: Large,1,2765,20 to 1,,,,,,,,,,,,,
The Art Institute of Portland,Less than one year certificate;Associate's degree;Bachelor's degree,1122 NW Davis St,Portland,OR,97209,USA,Multnomah,41051,,6440,PST,Y,(503) 228-6528,,http://www.artinstitutes.edu/portland/,,Private (For Profit),4 Years,City: Large,1,1925,8 to 1,,,,,,,,,,,,,
The Art Institute of San Antonio,Associate's degree;Bachelor's degree,10000 W Ih 10 Ste 200,San Antonio,TX,78230,USA,Bexar,48029,7240,,CST,Y,(210) 338-7320,,,,Private (For Profit),4 Years,,0,,,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
The Art Institute of Virginia Beach,One but less than two years certificate;Associate's degree;Bachelor's degree,4500 Main St #100,Virginia Beach,VA,23462,USA,Virginia Beach City,51810,5720,,EST,Y,(757) 493-6700,,http://www.artinstitutes.edu/virginia-beach/,,Private (For Profit),4 Years,,0,,,,,,,,,,,,,,,
The Art Institute of Washington,One but less than two years certificate;Associate's degree;Bachelor's degree,1820 N Fort Myer Dr,Arlington,VA,22209,USA,Arlington,51013,,8840,EST,Y,(703) 358-9550,,http://www.aiw.aii.edu,,Private (For Profit),4 Years,City: Midsize,1,2151,20 to 1,,,,,,,,,,,,,
The Art Institute of Washington-Northern Virginia,Associate's degree;Bachelor's degree,21000 Atlantic Blvd #100,Sterling,VA,20166,USA,Loudoun,51107,,8840,EST,Y,(571) 449-4400,,,,Private (For Profit),4 Years,,0,42,10 to 1,,,,,,,,,,,,,
The Art Institutes International - Kansas City,Associate's degree;Bachelor's degree,8202 Melrose Dr,Lenexa,KS,66214,USA,Johnson,20091,3760,,CST,Y,(866) 530-8508,,http://www.artinstitutes.edu/kansascity/,,Private (For Profit),4 Years,,1,350,15 to 1,,,,,,,,,,,,,
The Art Institutes International Minnesota,Less than one year certificate;Associate's degree;Bachelor's degree,15 9th St S,Minneapolis,MN,55402,USA,Hennepin,27053,5120,,CST,Y,(612) 332-3361,,http://www.aim.artinstitutes.edu,,Private (For Profit),4 Years,City: Large,1,2008,20 to 1,,,,,,,,,,,,,
The Baptist College of Florida,Less than one year certificate;Associate's degree;Bachelor's degree;Master's degree,5400 College Dr,Graceville,FL,32440,USA,Jackson,12063,,,CST,Y,(850) 263-3261,,http://www.baptistcollege.edu,,Private (Not For Profit),4 Years,Rural: Distant,1,589,9 to 1,,,,,,,,,,,,,
The Boston Conservatory,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,8 Fenway,Boston,MA,2215,USA,Suffolk,25025,,1120,EST,Y,(617) 536-6340,,http://www.bostonconservatory.edu,,Private (Not For Profit),4 Years,City: Large,1,682,6 to 1,,,,,,,,,,,,,
The Chicago School of Professional Psychology at Chicago,Master's degree,325 N Wells St,Chicago,IL,60654,USA,Cook,17031,,1600,CST,Y,(312) 329-6600,,http://www.thechicagoschool.edu,,Private (Not For Profit),4 Years,City: Large,0,2245,,,,,,,,,,,,,,
The Chicago School of Professional Psychology at Irvine,Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice,4199 Campus Dr,Irvine,CA,92612,USA,Orange,6059,,5945,PST,Y,(949) 737-5460,,http://www.thechicagoschool.edu,,Private (Not For Profit),4 Years,,0,137,,,,,,,,,,,,,,
The Chicago School of Professional Psychology at Los Angeles,Master's degree|Doctor's degree - professional practice,617 W 7th St,Los Angeles,CA,90017,USA,Los Angeles,6037,,4480,PST,Y,(213) 627-2580,,http://www.thechicagoschool.edu/,,Private (Not For Profit),4 Years,,0,481,,,,,,,,,,,,,,
The Chicago School of Professional Psychology at Washington DC,Master's degree,901 15th St NW,Washington D.C.,DC,20005,USA,District of Columbia,11001,,8840,EST,Y,(202) 706-5052,,http://www.thechicagoschool.edu,,Private (Not For Profit),4 Years,,0,,,,,,,,,,,,,,,
The Chicago School of Professional Psychology at Westwood,Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice,1145 Gayley Ave #322,Los Angeles,CA,90024,USA,Los Angeles,6037,,4480,PST,Y,(310) 208-4240,,http://www.thechicagoschool.edu/,,Private (Not For Profit),4 Years,,0,281,,,,,,,,,,,,,,
The College of Idaho,Bachelor's degree;Master's degree,2112 Cleveland Blvd,Caldwell,ID,83605,USA,Canyon,16027,1080,,MST,Y,(208) 459-5011,,http://www.collegeofidaho.edu,,Private (Not For Profit),4 Years,Suburb: Small,1,1013,11 to 1,,,,,,,,,,,,,
The College of New Jersey,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,2000 Pennington Rd,Ewing,NJ,8618,USA,Mercer,34021,,8480,EST,Y,(609) 771-1855,,http://www.tcnj.edu,,Public,4 Years,City: Small,1,6980,13 to 1,,,,,,,,,,,,,
The College of New Rochelle,Bachelor's degree;Master's degree;Post-master's certificate,29 Castle Pl,New Rochelle,NY,10805,USA,Westchester,36119,,5600,EST,Y,(914) 632-5300,,http://www.cnr.edu,,Private (Not For Profit),4 Years,Suburb: Large,1,4859,14 to 1,,,,,,,,,,,,,
The College of Saint Rose,Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,432 Western Ave,Albany,NY,12203,USA,Albany,36001,160,,EST,Y,(518) 454-5111,,http://www.strose.edu,,Private (Not For Profit),4 Years,City: Small,1,5158,14 to 1,,,,,,,,,,,,,
The College of Saint Scholastica,One but less than two years certificate;Bachelor's degree;Postbaccalaureate certificate;Master's degree;Post-master's certificate,1200 Kenwood Ave,Duluth,MN,55811,USA,Saint Louis,27137,2240,,CST,Y,(218) 723-6000,,http://www.css.edu,,Private (Not For Profit),4 Years,City: Small,1,3746,14 to 1,,,,,,,,,,,,,
The College of Saint Thomas More,Associate's degree;Bachelor's degree,3020 Lubbock Ave,Fort Worth,TX,76109,USA,Tarrant,48439,,2800,CST,Y,(817) 923-8459,,http://www.cstm.edu,,Private (Not For Profit),4 Years,City: Large,1,70,4 to 1,,,,,,"Some students have a background, identity, interest, or talent that is so meaningful they believe their application would be incomplete without it. If this sounds like you, then please share your story.",,Reflect on a time when you challenged a belief or idea. What prompted you to act? Would you make the same decision again?,"Describe a problem you've solved or a problem you'd like to solve. It can be an intellectual challenge, a research query, an ethical dilemma - anything that is of personal importance, no matter the scale. Explain its significance to you and what steps you took or could be taken to identify a solution."," Discuss an accomplishment or event, formal or informal, that marked your transition from childhood to adulthood within your culture, community, or family.",,,
The College of Wooster,Bachelor's degree,1189 Beall Ave,Wooster,OH,44691,USA,Wayne,39169,,,EST,Y,(330) 263-2000,,http://www.wooster.edu,,Private (Not For Profit),4 Years,Town: Distant,1,1853,11 to 1,,,,,,,,,,,,,
